"CQ_ID","Material","Relation_path","Target_entities","Record_ID","Evidence_ID"
"CQ06","miR-200/young-ECM bioscaffold","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: miR-200 | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Decellularization and ECM processing | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","MaterialComposition={miR-200} | FabricationStrategy={Decellularization and ECM processing} | ValidationStage={Human-derived}","FS0761","EV001514; EV001515; EV001833"
"CQ06","Nanocatalytic MOF-coated titanium implant","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: metal-organic-framework coating; Titanium implant | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Hydrothermal synthesis; Surface coating | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={metal-organic-framework coating; Titanium implant} | FabricationStrategy={Hydrothermal synthesis; Surface coating} | ValidationStage={Small Animal}","FS0834","EV001577; EV001578; EV001579; EV001580; EV001585"
"CQ06","SRT1720-loaded calcium-phosphate/magnesium-phosphate nanocarriers","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: SRT1720 | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Self-assembly | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","MaterialComposition={SRT1720} | FabricationStrategy={Self-assembly} | ValidationStage={Human-derived}","FS1020","EV001676; EV001677; EV001681"
"CQ06","EMHS HxMoO3-loaded bone-targeting lipid nanoparticles","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: HxMoO3; phospholipid/PEOz | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Surface coating | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived; Small Animal","MaterialComposition={HxMoO3; phospholipid/PEOz} | FabricationStrategy={Surface coating} | ValidationStage={Human-derived; Small Animal}","FS1052","EV001695; EV001696; EV001697; EV001705; EV001706"
"CQ07","CCM@CS-HG hydrogel","MaterialPlatform -[RELEASES]-> TherapeuticCargo: Car and MTP-131 | MaterialPlatform -[MODULATES]-> Mechanism: ROS/oxidative-stress control","TherapeuticCargo={Car and MTP-131} | Mechanism={ROS/oxidative-stress control}","FS0036","EV000083; EV000085"
"CQ07","MCTM metformin-loaded CMCS/tannic-acid/manganese hydrogel","MaterialPlatform -[RELEASES]-> TherapeuticCargo: metformin | MaterialPlatform -[MODULATES]-> Mechanism: ROS/oxidative-stress control","TherapeuticCargo={metformin} | Mechanism={ROS/oxidative-stress control}","FS0080","EV000189; EV000190"
"CQ07","3D-printed PCL/nHA/SA/COL loaded with M2 macrophage-derived exosomes","MaterialPlatform -[RELEASES]-> TherapeuticCargo: Exosomes | MaterialPlatform -[MODULATES]-> Mechanism: Paracrine/EV-mediated signaling","TherapeuticCargo={Exosomes} | Mechanism={Paracrine/EV-mediated signaling}","FS0082","EV000200; EV000202"
"CQ07","TSH-Q quercetin-loaded temperature-sensitive hydrogel","MaterialPlatform -[RELEASES]-> TherapeuticCargo: quercetin | MaterialPlatform -[MODULATES]-> Mechanism: p16/p21/p53–Rb cell-cycle arrest","TherapeuticCargo={quercetin} | Mechanism={p16/p21/p53–Rb cell-cycle arrest}","FS0090","EV000217; EV000218"
"CQ07","Retinoic-acid-loaded cartilage organoids","MaterialPlatform -[RELEASES]-> TherapeuticCargo: Retinoic acid (RA) | MaterialPlatform -[MODULATES]-> Mechanism: TGF-β/Smad/fibrotic signaling","TherapeuticCargo={Retinoic acid (RA)} | Mechanism={TGF-β/Smad/fibrotic signaling}","FS0111","EV000269; EV000270"
"CQ07","OGPQ/G-NZ quercetin–greigite nanozyme hydrogel","MaterialPlatform -[RELEASES]-> TherapeuticCargo: quercetin and Quercetin greigite nanozymes (G-NZ) | MaterialPlatform -[MODULATES]-> Mechanism: ROS/oxidative-stress control","TherapeuticCargo={quercetin and Quercetin greigite nanozymes (G-NZ)} | Mechanism={ROS/oxidative-stress control}","FS0133","EV000336; EV000337"
"CQ07","TT@P-Gel hydrogel","MaterialPlatform -[RELEASES]-> TherapeuticCargo: tannic acid | MaterialPlatform -[MODULATES]-> Mechanism: Mitochondrial homeostasis/mitophagy","TherapeuticCargo={tannic acid} | Mechanism={Mitochondrial homeostasis/mitophagy}","FS0147","EV000373; EV000374"
"CQ07","CAP-CD56+CD271+ BMSC-exosome-loaded PVA/SA hydrogel","MaterialPlatform -[RELEASES]-> TherapeuticCargo: Exosomes | MaterialPlatform -[MODULATES]-> Mechanism: p16/p21/p53–Rb cell-cycle arrest","TherapeuticCargo={Exosomes} | Mechanism={p16/p21/p53–Rb cell-cycle arrest}","FS0322","EV000801; EV000803"
"CQ07","Multimodal ROS-logic-gated therapeutic platform","MaterialPlatform -[RELEASES]-> TherapeuticCargo: rapamycin | MaterialPlatform -[MODULATES]-> Mechanism: ROS/oxidative-stress control","TherapeuticCargo={rapamycin} | Mechanism={ROS/oxidative-stress control}","FS0400","EV001033; EV001035"
"CQ07","Self-healing hydrogels loaded with Spatholobi Caulis","MaterialPlatform -[RELEASES]-> TherapeuticCargo: Spatholobi Caulis | MaterialPlatform -[MODULATES]-> Mechanism: Autophagy/lysosomal homeostasis","TherapeuticCargo={Spatholobi Caulis} | Mechanism={Autophagy/lysosomal homeostasis}","FS0428","EV001087; EV001088"
"CQ07","HydroWrap hydrogen-sulfide-delivery hydrogel","MaterialPlatform -[RELEASES]-> TherapeuticCargo: Hydrogen sulfide (H2S) | MaterialPlatform -[MODULATES]-> Mechanism: NF-κB/SASP/inflammatory signaling","TherapeuticCargo={Hydrogen sulfide (H2S)} | Mechanism={NF-κB/SASP/inflammatory signaling}","FS0472","EV001223; EV001225"
"CQ07","Honey-incorporated electrospun nanofiber membrane","MaterialPlatform -[RELEASES]-> TherapeuticCargo: Honey | MaterialPlatform -[MODULATES]-> Mechanism: ROS/oxidative-stress control","TherapeuticCargo={Honey} | Mechanism={ROS/oxidative-stress control}","FS0916","EV001643; EV001644"
"CQ08","FGF-4/IGF-1-loaded cationic thermosensitive polymer scaffold","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: FGF-4; IGF-1 | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Hepatic repair/function","TherapeuticCargo={FGF-4; IGF-1} | RegenerativeEndpoint={Hepatic repair/function}","FS0213","EV000532; EV000533; EV000535"
"CQ08","ASD all-in-one smart hydrogel dressing","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: CXCL12; Ginsenoside Rg1; Ligustroflavone | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Wound healing/skin regeneration","TherapeuticCargo={CXCL12; Ginsenoside Rg1; Ligustroflavone} | RegenerativeEndpoint={Wound healing/skin regeneration}","FS0810","EV001560; EV001561; EV001562; EV001563"
"CQ09","3D-printed PCL/nHA/SA/COL loaded with M2 macrophage-derived exosomes","MaterialPlatform -[TARGETS]-> TargetCell: Macrophages/innate immune cells; Mesenchymal stem/stromal cells | MaterialPlatform -[MODULATES]-> Mechanism: Paracrine/EV-mediated signaling","TargetCell={Macrophages/innate immune cells; Mesenchymal stem/stromal cells} | Mechanism={Paracrine/EV-mediated signaling}","FS0082","EV000200; EV000203; EV000204"
"CQ09","TSH-Q quercetin-loaded temperature-sensitive hydrogel","MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells; Mesenchymal stem/stromal cells; Osteoblasts/osteocytes/osteoclasts | MaterialPlatform -[MODULATES]-> Mechanism: p16/p21/p53–Rb cell-cycle arrest","TargetCell={Endothelial/vascular cells; Mesenchymal stem/stromal cells; Osteoblasts/osteocytes/osteoclasts} | Mechanism={p16/p21/p53–Rb cell-cycle arrest}","FS0090","EV000217; EV000219; EV000220; EV000221"
"CQ09","NH@K nanozyme-reinforced hydrogel","MaterialPlatform -[TARGETS]-> TargetCell: Chondrocytes/cartilage progenitors; Macrophages/innate immune cells | MaterialPlatform -[MODULATES]-> Mechanism: ROS/oxidative-stress control","TargetCell={Chondrocytes/cartilage progenitors; Macrophages/innate immune cells} | Mechanism={ROS/oxidative-stress control}","FS0114","EV000288; EV000289; EV000290"
"CQ09","IL37OI@MS responsive hydrogel microspheres","MaterialPlatform -[TARGETS]-> TargetCell: Macrophages/innate immune cells; Nucleus pulposus/annulus fibrosus cells; Senescent cells | MaterialPlatform -[MODULATES]-> Mechanism: NF-κB/SASP/inflammatory signaling","TargetCell={Macrophages/innate immune cells; Nucleus pulposus/annulus fibrosus cells; Senescent cells} | Mechanism={NF-κB/SASP/inflammatory signaling}","FS0166","EV000421; EV000422; EV000423; EV000424"
"CQ09","D-EV-loaded thermosensitive injectable hydrogel","MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells; Nucleus pulposus/annulus fibrosus cells | MaterialPlatform -[MODULATES]-> Mechanism: Ferroptosis/lipid peroxidation","TargetCell={Mesenchymal stem/stromal cells; Nucleus pulposus/annulus fibrosus cells} | Mechanism={Ferroptosis/lipid peroxidation}","FS0178","EV000445; EV000447; EV000448"
"CQ09","ABT-263-loaded asymmetric composite wound dressing","MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells; Fibroblasts/keratinocytes/skin cells; Senescent cells | MaterialPlatform -[MODULATES]-> Mechanism: Senolytic cell clearance","TargetCell={Endothelial/vascular cells; Fibroblasts/keratinocytes/skin cells; Senescent cells} | Mechanism={Senolytic cell clearance}","FS0207","EV000515; EV000517; EV000518; EV000519"
"CQ09","PEG-HS/TiO2 nanocomposite","MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells; Macrophages/innate immune cells | MaterialPlatform -[MODULATES]-> Mechanism: ROS/oxidative-stress control","TargetCell={Endothelial/vascular cells; Macrophages/innate immune cells} | Mechanism={ROS/oxidative-stress control}","FS0238","EV000602; EV000604; EV000605"
"CQ09","Quercetin-treated human-auricular-chondrocyte/GelMA construct","MaterialPlatform -[TARGETS]-> TargetCell: Chondrocytes/cartilage progenitors; Senescent cells | MaterialPlatform -[MODULATES]-> Mechanism: Mitochondrial homeostasis/mitophagy","TargetCell={Chondrocytes/cartilage progenitors; Senescent cells} | Mechanism={Mitochondrial homeostasis/mitophagy}","FS0244","EV000627; EV000628; EV000629"
"CQ09","Smart spatiotemporal drug-delivery hydrogels","MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells; Mesenchymal stem/stromal cells | MaterialPlatform -[MODULATES]-> Mechanism: ROS/oxidative-stress control","TargetCell={Endothelial/vascular cells; Mesenchymal stem/stromal cells} | Mechanism={ROS/oxidative-stress control}","FS0248","EV000644; EV000646; EV000647"
"CQ09","Synovium-targeting senolytic liposomes plus M2-macrophage exosomes","MaterialPlatform -[TARGETS]-> TargetCell: Macrophages/innate immune cells; Senescent cells | MaterialPlatform -[MODULATES]-> Mechanism: NF-κB/SASP/inflammatory signaling","TargetCell={Macrophages/innate immune cells; Senescent cells} | Mechanism={NF-κB/SASP/inflammatory signaling}","FS0278","EV000684; EV000685; EV000686"
"CQ09","Orbital hybridization-mediated nanozymes","MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells; Mesenchymal stem/stromal cells | MaterialPlatform -[MODULATES]-> Mechanism: ROS/oxidative-stress control","TargetCell={Endothelial/vascular cells; Mesenchymal stem/stromal cells} | Mechanism={ROS/oxidative-stress control}","FS0283","EV000708; EV000710; EV000711"
"CQ09","MMZ@Si–P53 hydrogel","MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells; Neural stem cells/neurons/glia | MaterialPlatform -[MODULATES]-> Mechanism: p16/p21/p53–Rb cell-cycle arrest","TargetCell={Mesenchymal stem/stromal cells; Neural stem cells/neurons/glia} | Mechanism={p16/p21/p53–Rb cell-cycle arrest}","FS0296","EV000735; EV000737; EV000738"
"CQ09","CAP-CD56+CD271+ BMSC-exosome-loaded PVA/SA hydrogel","MaterialPlatform -[TARGETS]-> TargetCell: Chondrocytes/cartilage progenitors; Mesenchymal stem/stromal cells | MaterialPlatform -[MODULATES]-> Mechanism: p16/p21/p53–Rb cell-cycle arrest","TargetCell={Chondrocytes/cartilage progenitors; Mesenchymal stem/stromal cells} | Mechanism={p16/p21/p53–Rb cell-cycle arrest}","FS0322","EV000801; EV000804; EV000805"
"CQ09","AAV-loaded extracellular-vesicle biomimetic gene-delivery system","MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells; Macrophages/innate immune cells | MaterialPlatform -[MODULATES]-> Mechanism: Angiogenic/HIF–VEGF signaling","TargetCell={Endothelial/vascular cells; Macrophages/innate immune cells} | Mechanism={Angiogenic/HIF–VEGF signaling}","FS0326","EV000820; EV000821; EV000822"
"CQ09","MOTS-c-modified functional self-assembly peptide hydrogels","MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells; Nucleus pulposus/annulus fibrosus cells | MaterialPlatform -[MODULATES]-> Mechanism: AMPK–mTOR–sirtuin signaling","TargetCell={Mesenchymal stem/stromal cells; Nucleus pulposus/annulus fibrosus cells} | Mechanism={AMPK–mTOR–sirtuin signaling}","FS0338","EV000847; EV000849; EV000850"
"CQ09","α-Arbutin-crosslinked chitosan/gelatin film","MaterialPlatform -[TARGETS]-> TargetCell: Osteoblasts/osteocytes/osteoclasts; Senescent cells | MaterialPlatform -[MODULATES]-> Mechanism: ROS/oxidative-stress control","TargetCell={Osteoblasts/osteocytes/osteoclasts; Senescent cells} | Mechanism={ROS/oxidative-stress control}","FS0384","EV000963; EV000965; EV000966"
"CQ09","HIF1A@NNP nanoplatform","MaterialPlatform -[TARGETS]-> TargetCell: Macrophages/innate immune cells; Nucleus pulposus/annulus fibrosus cells | MaterialPlatform -[MODULATES]-> Mechanism: Angiogenic/HIF–VEGF signaling","TargetCell={Macrophages/innate immune cells; Nucleus pulposus/annulus fibrosus cells} | Mechanism={Angiogenic/HIF–VEGF signaling}","FS0430","EV001093; EV001094; EV001095"
"CQ09","CeO2 nanozymes","MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells; Osteoblasts/osteocytes/osteoclasts | MaterialPlatform -[MODULATES]-> Mechanism: ROS/oxidative-stress control","TargetCell={Mesenchymal stem/stromal cells; Osteoblasts/osteocytes/osteoclasts} | Mechanism={ROS/oxidative-stress control}","FS0436","EV001109; EV001111; EV001112"
"CQ09","TA-PFC/PCK fiber scaffold","MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells; Macrophages/innate immune cells; Mesenchymal stem/stromal cells | MaterialPlatform -[MODULATES]-> Mechanism: Angiogenic/HIF–VEGF signaling","TargetCell={Endothelial/vascular cells; Macrophages/innate immune cells; Mesenchymal stem/stromal cells} | Mechanism={Angiogenic/HIF–VEGF signaling}","FS0439","EV001122; EV001123; EV001124; EV001125"
"CQ09","Biomimetic hydrogel delivers engineered exosomes","MaterialPlatform -[TARGETS]-> TargetCell: Chondrocytes/cartilage progenitors; Macrophages/innate immune cells | MaterialPlatform -[MODULATES]-> Mechanism: Mitochondrial homeostasis/mitophagy","TargetCell={Chondrocytes/cartilage progenitors; Macrophages/innate immune cells} | Mechanism={Mitochondrial homeostasis/mitophagy}","FS0446","EV001135; EV001136; EV001137"
"CQ09","Collagen-coated polyacrylamide hydrogels","MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells; Mesenchymal stem/stromal cells | MaterialPlatform -[MODULATES]-> Mechanism: Immune modulation/macrophage polarization","TargetCell={Endothelial/vascular cells; Mesenchymal stem/stromal cells} | Mechanism={Immune modulation/macrophage polarization}","FS0450","EV001148; EV001149; EV001150"
"CQ09","3D-printed titanium scaffolds coated with a multifunctional photothermal-responsive hydrogel","MaterialPlatform -[TARGETS]-> TargetCell: Macrophages/innate immune cells; Mesenchymal stem/stromal cells | MaterialPlatform -[MODULATES]-> Mechanism: ROS/oxidative-stress control","TargetCell={Macrophages/innate immune cells; Mesenchymal stem/stromal cells} | Mechanism={ROS/oxidative-stress control}","FS0487","EV001243; EV001245; EV001246"
"CQ09","α-Klotho gene-activated scaffold","MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells; Mesenchymal stem/stromal cells | MaterialPlatform -[MODULATES]-> Mechanism: Angiogenic/HIF–VEGF signaling","TargetCell={Endothelial/vascular cells; Mesenchymal stem/stromal cells} | Mechanism={Angiogenic/HIF–VEGF signaling}","FS0598","EV001385; EV001387; EV001388"
"CQ09","Baghdadite Ceramics","MaterialPlatform -[TARGETS]-> TargetCell: Osteoblasts/osteocytes/osteoclasts; Senescent cells | MaterialPlatform -[MODULATES]-> Mechanism: Mitochondrial homeostasis/mitophagy","TargetCell={Osteoblasts/osteocytes/osteoclasts; Senescent cells} | Mechanism={Mitochondrial homeostasis/mitophagy}","FS0642","EV001409; EV001410; EV001411"
"CQ09","Antibody-functionalized copper-sulfate nanoparticles","MaterialPlatform -[TARGETS]-> TargetCell: Chondrocytes/cartilage progenitors; Senescent cells | MaterialPlatform -[MODULATES]-> Mechanism: Apoptosis/cell-survival regulation","TargetCell={Chondrocytes/cartilage progenitors; Senescent cells} | Mechanism={Apoptosis/cell-survival regulation}","FS0765","EV001518; EV001520; EV001521"
"CQ09","Ruxolitinib-loaded hierarchically biomimetic nanostructural scaffold","MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells; Osteoblasts/osteocytes/osteoclasts | MaterialPlatform -[MODULATES]-> Mechanism: NF-κB/SASP/inflammatory signaling","TargetCell={Mesenchymal stem/stromal cells; Osteoblasts/osteocytes/osteoclasts} | Mechanism={NF-κB/SASP/inflammatory signaling}","FS0788","EV001536; EV001537; EV001538"
"CQ09","Dual-drug-encapsulated liposomal nanoparticles","MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells; Senescent cells | MaterialPlatform -[MODULATES]-> Mechanism: NF-κB/SASP/inflammatory signaling","TargetCell={Mesenchymal stem/stromal cells; Senescent cells} | Mechanism={NF-κB/SASP/inflammatory signaling}","FS0912","EV001628; EV001629; EV001630"
